fiber,t_min_bin,regime,pheno_band,n_worlds,p_hat,heterogeneity_std_L,c_over_l_bar,L_bar,A_e,cost_loss,DRO,pin_t_min,pin_L_real,pin_phenology,pin_regime,divergence_cl_acts_Ae_doesnt
"(-3.0, 'radiative', 'hardy')",-3.0,radiative,hardy,1374,0.4058,0.0383,0.05,2.0,REV,AEX,REV,-3.16,0.0006,dormant,radiative,1
"(-3.0, 'radiative', 'hardy')",-3.0,radiative,hardy,1374,0.4058,0.0383,0.1,1.0,REV,AEX,REV,-3.16,0.0006,dormant,radiative,1
"(-3.0, 'radiative', 'hardy')",-3.0,radiative,hardy,1374,0.4058,0.0383,0.2,0.5,REV,AEX,REV,-3.16,0.0006,dormant,radiative,1
"(-3.0, 'radiative', 'hardy')",-3.0,radiative,hardy,1374,0.4058,0.0383,0.5,0.2,REV,REV,REV,-3.16,0.0006,dormant,radiative,0
"(0.0, 'advective', 'vulnerable')",0.0,advective,vulnerable,1865,0.0242,0.0583,0.05,2.0,REV,REV,REV,-0.14,0.0,budbreak,advective,0
"(0.0, 'advective', 'vulnerable')",0.0,advective,vulnerable,1865,0.0242,0.0583,0.1,1.0,REV,REV,REV,-0.14,0.0,budbreak,advective,0
"(0.0, 'advective', 'vulnerable')",0.0,advective,vulnerable,1865,0.0242,0.0583,0.2,0.5,REV,REV,REV,-0.14,0.0,budbreak,advective,0
"(0.0, 'advective', 'vulnerable')",0.0,advective,vulnerable,1865,0.0242,0.0583,0.5,0.2,REV,REV,REV,-0.14,0.0,budbreak,advective,0
"(-2.0, 'radiative', 'vulnerable')",-2.0,radiative,vulnerable,2037,0.2069,0.1807,0.05,2.0,REV,AEX,REV,-2.33,0.0,leaf_out,radiative,1
"(-2.0, 'radiative', 'vulnerable')",-2.0,radiative,vulnerable,2037,0.2069,0.1807,0.1,1.0,REV,AEX,REV,-2.33,0.0,leaf_out,radiative,1
"(-2.0, 'radiative', 'vulnerable')",-2.0,radiative,vulnerable,2037,0.2069,0.1807,0.2,0.5,REV,AEX,REV,-2.33,0.0,leaf_out,radiative,1
"(-2.0, 'radiative', 'vulnerable')",-2.0,radiative,vulnerable,2037,0.2069,0.1807,0.5,0.2,REV,REV,REV,-2.33,0.0,leaf_out,radiative,0
"(1.0, 'advective', 'vulnerable')",1.0,advective,vulnerable,1488,0.0052,0.0234,0.05,2.0,REV,REV,REV,0.18,0.0,budbreak,advective,0
"(1.0, 'advective', 'vulnerable')",1.0,advective,vulnerable,1488,0.0052,0.0234,0.1,1.0,REV,REV,REV,0.18,0.0,budbreak,advective,0
"(1.0, 'advective', 'vulnerable')",1.0,advective,vulnerable,1488,0.0052,0.0234,0.2,0.5,REV,REV,REV,0.18,0.0,budbreak,advective,0
"(1.0, 'advective', 'vulnerable')",1.0,advective,vulnerable,1488,0.0052,0.0234,0.5,0.2,REV,REV,REV,0.18,0.0,budbreak,advective,0
"(5.0, 'radiative', 'hardy')",5.0,radiative,hardy,94,0.0,0.0,0.05,2.0,REV,REV,REV,2.29,0.0,dormant,radiative,0
"(5.0, 'radiative', 'hardy')",5.0,radiative,hardy,94,0.0,0.0,0.1,1.0,REV,REV,REV,2.29,0.0,dormant,radiative,0
"(5.0, 'radiative', 'hardy')",5.0,radiative,hardy,94,0.0,0.0,0.2,0.5,REV,REV,REV,2.29,0.0,dormant,radiative,0
"(5.0, 'radiative', 'hardy')",5.0,radiative,hardy,94,0.0,0.0,0.5,0.2,REV,REV,REV,2.29,0.0,dormant,radiative,0
"(-2.0, 'radiative', 'hardy')",-2.0,radiative,hardy,1717,0.2069,0.0152,0.05,2.0,REV,AEX,REV,-3.28,0.027,swollen,radiative,1
"(-2.0, 'radiative', 'hardy')",-2.0,radiative,hardy,1717,0.2069,0.0152,0.1,1.0,REV,AEX,REV,-3.28,0.027,swollen,radiative,1
"(-2.0, 'radiative', 'hardy')",-2.0,radiative,hardy,1717,0.2069,0.0152,0.2,0.5,REV,AEX,REV,-3.28,0.027,swollen,radiative,1
"(-2.0, 'radiative', 'hardy')",-2.0,radiative,hardy,1717,0.2069,0.0152,0.5,0.2,REV,REV,REV,-3.28,0.027,swollen,radiative,0
"(-3.0, 'advective', 'vulnerable')",-3.0,advective,vulnerable,1318,0.4055,0.1644,0.05,2.0,REV,AEX,REV,-2.04,0.0,budbreak,advective,1
"(-3.0, 'advective', 'vulnerable')",-3.0,advective,vulnerable,1318,0.4055,0.1644,0.1,1.0,REV,AEX,REV,-2.04,0.0,budbreak,advective,1
"(-3.0, 'advective', 'vulnerable')",-3.0,advective,vulnerable,1318,0.4055,0.1644,0.2,0.5,REV,AEX,REV,-2.04,0.0,budbreak,advective,1
"(-3.0, 'advective', 'vulnerable')",-3.0,advective,vulnerable,1318,0.4055,0.1644,0.5,0.2,REV,REV,REV,-2.04,0.0,budbreak,advective,0
"(-1.0, 'advective', 'vulnerable')",-1.0,advective,vulnerable,1968,0.0816,0.095,0.05,2.0,REV,AEX,REV,-1.33,0.0,budbreak,advective,1
"(-1.0, 'advective', 'vulnerable')",-1.0,advective,vulnerable,1968,0.0816,0.095,0.1,1.0,REV,REV,REV,-1.33,0.0,budbreak,advective,0
"(-1.0, 'advective', 'vulnerable')",-1.0,advective,vulnerable,1968,0.0816,0.095,0.2,0.5,REV,REV,REV,-1.33,0.0,budbreak,advective,0
"(-1.0, 'advective', 'vulnerable')",-1.0,advective,vulnerable,1968,0.0816,0.095,0.5,0.2,REV,REV,REV,-1.33,0.0,budbreak,advective,0
"(3.0, 'radiative', 'hardy')",3.0,radiative,hardy,544,0.0001,0.0,0.05,2.0,REV,REV,REV,1.94,0.0,dormant,radiative,0
"(3.0, 'radiative', 'hardy')",3.0,radiative,hardy,544,0.0001,0.0,0.1,1.0,REV,REV,REV,1.94,0.0,dormant,radiative,0
"(3.0, 'radiative', 'hardy')",3.0,radiative,hardy,544,0.0001,0.0,0.2,0.5,REV,REV,REV,1.94,0.0,dormant,radiative,0
"(3.0, 'radiative', 'hardy')",3.0,radiative,hardy,544,0.0001,0.0,0.5,0.2,REV,REV,REV,1.94,0.0,dormant,radiative,0
"(-4.0, 'radiative', 'vulnerable')",-4.0,radiative,vulnerable,1106,0.6369,0.268,0.05,2.0,REV,AEX,REV,-2.44,0.0,leaf_out,radiative,1
"(-4.0, 'radiative', 'vulnerable')",-4.0,radiative,vulnerable,1106,0.6369,0.268,0.1,1.0,REV,AEX,REV,-2.44,0.0,leaf_out,radiative,1
"(-4.0, 'radiative', 'vulnerable')",-4.0,radiative,vulnerable,1106,0.6369,0.268,0.2,0.5,REV,AEX,REV,-2.44,0.0,leaf_out,radiative,1
"(-4.0, 'radiative', 'vulnerable')",-4.0,radiative,vulnerable,1106,0.6369,0.268,0.5,0.2,REV,AEX,REV,-2.44,0.0,leaf_out,radiative,1
"(-8.0, 'radiative', 'hardy')",-8.0,radiative,hardy,81,0.9966,0.2995,0.05,2.0,REV,AEX,REV,-5.98,0.0312,dormant,radiative,1
"(-8.0, 'radiative', 'hardy')",-8.0,radiative,hardy,81,0.9966,0.2995,0.1,1.0,REV,AEX,REV,-5.98,0.0312,dormant,radiative,1
"(-8.0, 'radiative', 'hardy')",-8.0,radiative,hardy,81,0.9966,0.2995,0.2,0.5,REV,AEX,REV,-5.98,0.0312,dormant,radiative,1
"(-8.0, 'radiative', 'hardy')",-8.0,radiative,hardy,81,0.9966,0.2995,0.5,0.2,REV,AEX,REV,-5.98,0.0312,dormant,radiative,1
"(-4.0, 'radiative', 'hardy')",-4.0,radiative,hardy,965,0.6365,0.0527,0.05,2.0,REV,AEX,REV,-2.79,0.026,swollen,radiative,1
"(-4.0, 'radiative', 'hardy')",-4.0,radiative,hardy,965,0.6365,0.0527,0.1,1.0,REV,AEX,REV,-2.79,0.026,swollen,radiative,1
"(-4.0, 'radiative', 'hardy')",-4.0,radiative,hardy,965,0.6365,0.0527,0.2,0.5,REV,AEX,REV,-2.79,0.026,swollen,radiative,1
"(-4.0, 'radiative', 'hardy')",-4.0,radiative,hardy,965,0.6365,0.0527,0.5,0.2,REV,AEX,REV,-2.79,0.026,swollen,radiative,1
"(-5.0, 'advective', 'vulnerable')",-5.0,advective,vulnerable,590,0.8247,0.173,0.05,2.0,REV,AEX,REV,-1.66,0.0,budbreak,advective,1
"(-5.0, 'advective', 'vulnerable')",-5.0,advective,vulnerable,590,0.8247,0.173,0.1,1.0,REV,AEX,REV,-1.66,0.0,budbreak,advective,1
"(-5.0, 'advective', 'vulnerable')",-5.0,advective,vulnerable,590,0.8247,0.173,0.2,0.5,REV,AEX,REV,-1.66,0.0,budbreak,advective,1
"(-5.0, 'advective', 'vulnerable')",-5.0,advective,vulnerable,590,0.8247,0.173,0.5,0.2,REV,AEX,REV,-1.66,0.0,budbreak,advective,1
"(2.0, 'radiative', 'hardy')",2.0,radiative,hardy,1001,0.0009,0.0016,0.05,2.0,REV,REV,REV,3.0,0.0,swollen,radiative,0
